Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
2525.582,25384.5675,10593.715623,35978.283123,0.0,0.0,0.0,219.459,5,13.0,142.231,123.51,57.27852,14.245541,64059.847133,0.0,0.0,64059.847133,25.36439
