Date,Demand,Renewables available,Renewables used,Renewables penetration rate,Average price,Fixed costs,Generation costs,Load shedding,Over generation,Reserve shortfall,Renewables curtailment,Number on/offs,Sum on/off ramps,Sum nominal ramps,Renewables energy payments,Renewables uplift payments,Thermal energy payments,Thermal uplift payments,Total energy payments,Total uplift payments,Total reserve payments,Total payments,Average payments
2020-07-10,2573.582,1666.075,1458.616,130.821568,10.98024,16502.1825,11756.36663,0.0,0.0,0.0,207.459,3,8.0,168.495,18833.433701,0.0,29758.536841,0.0,48591.970542,0.0,0.0,48591.970542,18.881066
