Total demand,Total fixed costs,Total generation costs,Total costs,Total load shedding,Total over generation,Total reserve shortfall,Total renewables curtailment,Total on/offs,Total sum on/off ramps,Total sum nominal ramps,Maximum observed demand,Overall renewables penetration rate,Cumulative average price,Total energy payments,Total reserve payments,Total uplift payments,Total payments,Cumulative average payments
2922.689,28680.72,15150.62936,43831.34936,0.0,0.0,0.0,163.651,7,21.0,192.944,153.991,51.405538,14.996926,69909.113531,0.0,0.0,69909.113531,23.91945
